X,Y,Z
673.773,941.678,138.750
676.773,963.678,138.250
679.773,960.678,138.110
673.773,966.678,138.470
676.773,974.678,138.790
680.773,959.678,138.060
675.773,985.678,142.850
676.773,983.678,142.120
679.773,981.678,141.130
676.773,943.678,138.510
673.773,944.678,138.600
679.709,941.916,139.015
679.773,974.678,138.670
674.773,965.678,138.380
676.773,961.678,137.930
674.773,976.678,138.970
679.773,957.678,137.600
673.773,985.678,142.990
678.773,982.678,141.620
675.773,944.678,138.440
679.773,944.678,137.880
680.773,943.678,138.100
680.773,976.678,139.080
674.773,963.678,137.930
674.773,961.678,137.650
678.773,958.678,137.680
676.773,977.678,139.130
678.773,975.678,138.820
679.773,955.678,137.260
674.773,984.678,142.510
675.773,983.678,142.100
677.773,981.678,141.080
680.773,979.678,140.040
676.773,945.678,138.000
674.773,945.678,138.280
673.773,964.678,138.020
675.773,959.678,137.490
676.773,958.678,137.400
675.773,978.678,139.460
678.773,976.678,139.050
677.773,956.678,137.210
679.773,953.678,137.030
675.773,981.678,141.000
678.773,978.678,139.550
679.773,1004.678,142.770
680.773,998.678,142.750
679.773,991.678,142.790
676.773,1002.678,142.920
679.773,969.678,138.810
679.773,996.678,142.670
680.773,987.678,142.890
679.773,998.678,142.740
678.773,998.678,142.750
680.773,970.678,138.810
680.773,964.678,138.720
678.773,968.678,138.840
677.773,996.678,142.720
677.773,937.678,138.910
673.773,938.678,138.920
679.773,939.678,138.840
680.773,940.678,138.770
676.773,923.678,139.620
678.773,931.678,139.040
678.773,928.678,139.430
674.087,922.414,139.487
680.773,932.678,139.110
676.773,928.678,139.210
675.773,925.678,139.380
677.522,930.318,139.218
680.366,934.026,139.139
675.437,926.854,139.333
680.799,933.961,139.105
677.773,933.678,138.970
674.222,930.265,139.224
677.815,935.625,139.166
679.501,937.951,139.072
675.773,935.678,139.040
677.409,935.415,139.154
677.773,935.678,139.000
679.773,914.678,139.750
679.773,916.678,139.670
679.773,919.678,139.690
677.773,913.678,139.750
679.773,921.678,139.750
680.773,922.678,139.690
675.773,914.678,139.730
677.773,920.678,139.780
679.773,925.678,139.630
674.773,918.678,139.610
678.773,922.678,139.810
679.773,923.678,139.740
675.773,920.678,139.610
677.773,922.678,139.770
680.773,929.678,139.570
678.773,924.678,139.690
674.773,921.678,139.490
676.773,921.678,139.680
678.773,926.678,139.560
677.773,925.678,139.560
704.773,1014.678,141.890
708.773,1016.678,140.800
714.773,1026.678,137.820
718.773,1024.678,138.020
718.773,1022.678,138.430
710.773,1025.678,138.030
704.773,1024.678,138.150
706.773,1024.678,138.230
715.773,1018.678,139.970
702.773,1015.678,141.620
706.773,1016.678,140.970
709.773,1017.678,140.240
710.773,1017.678,140.210
714.773,1024.678,137.990
716.773,1023.678,138.210
712.773,1024.678,138.120
713.773,1025.678,137.920
702.773,1023.678,138.400
707.773,1023.678,138.410
714.773,1019.678,139.490
717.773,1022.678,138.400
713.773,1018.678,139.860
704.773,1016.678,141.050
707.773,1017.678,140.360
712.773,1018.678,139.800
711.773,1024.678,138.140
701.773,1021.678,138.980
703.773,1022.678,138.640
705.773,1022.678,138.590
710.773,1023.678,138.270
715.773,1021.678,138.770
701.773,1017.678,140.620
705.773,1017.678,140.440
707.773,1018.678,139.890
709.773,1019.678,139.460
714.773,1022.678,138.460
711.773,1022.678,138.490
702.773,1021.678,138.950
708.773,1021.678,138.900
714.773,1021.678,138.790
711.773,1020.678,139.090
703.773,1018.678,140.000
706.773,1018.678,139.930
702.773,1019.678,139.630
703.773,1020.678,139.230
705.773,1021.678,138.830
710.773,1021.678,138.810
704.773,1019.678,139.560
704.773,1020.678,139.200
718.773,1013.678,141.900
721.773,1016.678,140.710
726.773,1018.678,139.400
727.773,1019.678,138.940
727.773,1021.678,138.420
727.773,1022.678,138.240
726.773,1023.678,138.010
725.773,1024.678,137.910
722.773,1026.678,137.740
718.773,1015.678,141.430
719.773,1016.678,140.780
712.773,1012.678,142.200
708.773,1012.678,142.280
722.773,1017.678,140.110
724.773,1017.678,139.990
723.773,1023.678,138.080
720.773,1017.678,139.940
716.773,1014.678,141.600
707.773,1012.678,142.300
723.773,1019.678,139.170
726.773,1020.678,138.730
725.773,1022.678,138.230
720.773,1026.678,137.860
721.773,1024.678,138.000
717.773,1016.678,140.950
718.773,1017.678,140.170
712.773,1014.678,141.730
711.773,1013.678,142.060
708.773,1014.678,141.830
722.773,1018.678,139.520
724.773,1020.678,138.810
719.773,1026.678,137.820
720.773,1025.678,137.950
722.773,1022.678,138.220
701.773,1027.678,137.930
706.773,1026.678,137.990
719.773,1018.678,139.600
715.773,1015.678,141.300
710.773,1014.678,141.880
705.773,1012.678,142.360
706.773,1013.678,142.200
721.773,1019.678,139.240
722.773,1020.678,138.890
723.773,1021.678,138.470
716.773,1027.678,137.650
717.773,1026.678,137.770
719.773,1024.678,138.040
720.773,1022.678,138.370
712.773,1027.678,137.980
705.773,1025.678,138.040
709.773,1027.678,137.880
716.773,1017.678,140.320
717.773,1018.678,139.730
713.773,1015.678,141.560
703.773,1013.678,142.250
707.773,1015.678,141.400
710.773,1016.678,140.860
717.773,1025.678,137.870
721.773,1021.678,138.580
710.773,1027.678,137.880
714.773,1027.678,137.750
701.773,1026.678,137.970
702.773,1025.678,138.030
707.773,1025.678,138.120
716.773,1020.678,139.020
712.773,1016.678,140.950
714.773,1017.678,140.600
723.773,1012.678,142.030
726.773,1012.678,141.960
720.773,1011.678,142.170
727.773,1014.678,141.410
728.773,1026.678,137.780
721.773,1013.678,141.840
719.773,1010.678,142.190
724.773,1014.678,141.610
727.773,1026.678,137.760
719.773,1012.678,142.120
722.773,1014.678,141.670
726.773,1015.678,141.010
727.773,1015.678,140.960
727.773,1017.678,139.760
728.773,1018.678,139.310
727.773,1024.678,137.960
728.773,1023.678,138.120
723.773,1027.678,137.580
720.773,1014.678,141.580
717.773,1013.678,141.890
712.773,1010.678,142.250
724.773,1016.678,140.640
728.773,1019.678,138.920
726.773,1025.678,137.850
724.773,1026.678,137.730
728.773,1009.678,142.100
728.773,1010.678,142.080
707.773,950.678,138.240
702.773,947.678,137.630
702.773,942.678,137.880
705.773,941.678,138.290
701.773,981.678,141.590
703.773,979.678,140.180
702.773,949.678,137.700
703.773,976.678,139.420
703.773,977.678,139.600
701.773,951.678,138.040
701.908,942.914,137.904
703.773,950.678,137.930
701.773,949.678,137.680
702.773,978.678,139.810
702.773,977.678,139.540
701.773,978.678,139.770
708.773,936.678,139.170
711.773,939.678,138.930
711.773,950.678,138.280
709.773,945.678,137.830
711.773,941.678,138.310
712.773,940.678,138.590
707.773,973.678,139.070
708.773,977.678,139.590
712.773,976.678,139.470
705.773,959.678,138.730
706.773,956.678,138.680
708.773,954.678,138.600
710.773,953.678,138.510
704.773,983.678,142.290
708.773,980.678,140.890
710.773,977.678,139.790
703.773,996.678,142.480
712.773,977.678,139.710
704.773,998.678,142.690
705.773,937.678,139.220
709.773,939.678,138.830
710.773,951.678,138.390
710.773,949.678,138.080
707.773,947.678,137.760
707.773,942.678,137.910
709.773,941.678,138.370
703.773,970.678,139.000
706.773,976.678,139.290
714.773,977.678,139.790
704.773,958.678,138.670
704.773,956.678,138.440
704.773,996.678,142.440
703.773,984.678,142.540
705.773,981.678,141.310
706.773,979.678,140.240
707.773,978.678,139.900
701.773,936.678,139.370
702.773,938.678,139.050
707.773,938.678,138.940
710.773,940.678,138.650
708.773,949.678,138.000
705.773,945.678,137.770
705.773,975.678,139.220
703.773,974.678,139.120
702.773,961.678,138.760
703.773,957.678,138.560
705.773,955.678,138.490
708.773,951.678,138.440
702.773,982.678,141.830
703.773,981.678,141.370
705.773,979.678,140.230
701.773,983.678,142.210
703.773,940.678,138.470
706.773,939.678,138.740
707.773,940.678,138.420
706.773,949.678,137.950
704.773,949.678,137.840
704.773,942.678,137.980
704.773,976.678,139.420
702.773,956.678,138.490
701.773,954.678,138.420
705.773,951.678,138.290
704.773,980.678,140.740
715.773,953.678,138.600
716.773,952.678,138.420
715.773,948.678,138.060
715.773,942.678,138.110
713.773,969.678,139.000
714.773,973.678,139.010
711.773,966.678,138.900
708.773,958.678,138.810
712.773,956.678,138.650
714.773,954.678,138.740
718.773,973.678,139.070
714.773,996.678,142.480
711.773,995.678,142.330
708.773,989.678,142.500
709.773,994.678,142.390
712.773,981.678,141.630
715.773,980.678,141.010
718.773,978.678,140.170
711.773,998.678,142.600
708.773,1001.678,142.480
707.773,932.678,139.150
714.773,939.678,138.760
713.773,937.678,139.020
713.773,947.678,137.920
712.773,945.678,137.930
714.773,941.678,138.350
710.773,964.678,138.760
706.773,959.678,138.730
711.773,956.678,138.680
712.773,955.678,138.640
717.773,974.678,139.130
720.773,977.678,139.900
709.773,981.678,141.570
705.773,987.678,142.550
713.773,980.678,141.130
716.773,979.678,140.550
702.773,1008.678,142.470
701.773,933.678,139.270
703.773,933.678,139.360
706.773,933.678,139.240
707.773,933.678,139.120
711.773,935.678,139.250
715.773,951.678,138.500
713.773,950.678,138.350
712.773,942.678,138.030
708.773,968.678,139.050
709.773,974.678,139.120
707.773,957.678,138.800
710.773,955.678,138.730
711.773,954.678,138.580
718.773,976.678,139.460
710.773,996.678,142.410
704.773,994.678,142.410
712.773,979.678,140.560
714.773,979.678,140.490
717.773,977.678,139.790
707.773,996.678,142.410
705.773,1000.678,142.600
713.773,940.678,138.570
713.773,939.678,138.810
711.773,937.678,139.200
711.773,952.678,138.430
712.773,949.678,138.170
710.773,948.678,137.910
710.773,944.678,137.840
707.773,970.678,139.000
710.773,975.678,139.260
714.773,975.678,139.270
704.773,967.678,138.920
704.773,961.678,138.820
705.773,957.678,138.620
715.773,976.678,139.510
708.773,995.678,142.340
706.773,981.678,141.300
709.773,978.678,140.000
713.773,978.678,140.070
715.773,978.678,140.120
701.773,1000.678,142.610
702.773,935.678,139.490
703.773,936.678,139.450
715.773,983.678,142.370
720.773,981.678,141.800
723.773,982.678,142.090
723.773,980.678,141.230
724.773,979.678,140.830
717.773,1000.678,142.400
701.773,913.678,139.670
702.773,927.678,139.360
710.773,929.678,139.360
716.773,931.678,139.280
724.773,939.678,138.720
722.773,936.678,139.040
719.773,938.678,138.870
721.773,950.678,138.390
718.773,954.678,138.510
720.773,947.678,138.130
719.773,941.678,138.430
722.773,939.678,138.780
715.773,958.678,138.830
720.773,971.678,138.880
721.773,974.678,139.070
725.773,977.678,140.090
724.773,975.678,139.400
716.773,996.678,142.430
713.773,988.678,142.420
717.773,981.678,141.550
721.773,981.678,141.760
722.773,981.678,141.690
714.773,1003.678,142.380
701.773,922.678,139.390
701.773,926.678,139.220
704.773,929.678,139.420
714.773,930.678,139.400
715.773,935.678,139.070
715.773,931.678,139.310
721.773,938.678,138.960
719.773,952.678,138.400
716.773,955.678,138.680
718.773,947.678,138.080
716.773,943.678,138.010
716.773,969.678,138.830
713.773,967.678,138.930
713.773,958.678,138.750
719.773,970.678,138.820
720.773,973.678,139.000
722.773,975.678,139.310
713.773,992.678,142.400
716.773,998.678,142.540
713.773,983.678,142.340
716.773,981.678,141.590
719.773,980.678,141.330
720.773,979.678,140.810
722.773,978.678,140.350
723.773,977.678,139.990
715.773,998.678,142.560
701.773,929.678,139.230
707.773,931.678,139.220
711.773,930.678,139.460
715.773,936.678,139.040
717.773,948.678,138.150
717.773,953.678,138.490
717.773,940.678,138.610
717.773,970.678,138.880
711.773,963.678,138.880
714.773,956.678,138.770
719.773,972.678,138.950
719.773,975.678,139.250
721.773,976.678,139.590
713.773,995.678,142.350
710.773,990.678,142.470
711.773,982.678,141.980
714.773,981.678,141.530
717.773,980.678,141.080
722.773,980.678,141.270
713.773,998.678,142.690
711.773,1007.678,142.350
703.773,930.678,139.350
704.773,932.678,139.340
710.773,931.678,139.290
712.773,932.678,139.200
713.773,934.678,139.110
716.773,949.678,138.270
727.773,921.678,139.640
723.773,928.678,139.360
728.773,937.678,139.050
724.773,932.678,139.180
725.773,958.678,138.780
728.773,963.678,138.710
728.773,970.678,138.760
725.773,984.678,142.420
726.773,983.678,142.360
727.773,996.678,142.390
727.773,998.678,142.420
711.773,914.678,139.630
724.773,923.678,139.570
723.773,924.678,139.520
726.773,950.678,138.670
726.773,947.678,138.310
727.773,962.678,138.730
724.773,965.678,138.680
726.773,970.678,138.730
727.773,973.678,138.970
724.773,995.678,142.250
723.773,986.678,142.380
728.773,980.678,141.370
725.773,997.678,142.570
725.773,1003.678,142.290
724.773,1005.678,142.230
707.773,918.678,139.570
705.773,914.678,139.620
722.773,930.678,139.250
719.773,928.678,139.430
727.773,939.678,138.830
723.773,935.678,139.100
725.773,952.678,138.750
727.773,948.678,138.480
722.773,941.678,138.390
724.773,960.678,138.840
726.773,972.678,138.900
726.773,974.678,139.140
721.773,994.678,142.230
724.773,996.678,142.420
721.773,986.678,142.410
722.773,983.678,142.360
724.773,982.678,142.140
726.773,980.678,141.310
728.773,978.678,140.580
725.773,999.678,142.470
707.773,924.678,139.530
720.773,933.678,139.180
721.773,929.678,139.300
725.773,938.678,138.840
723.773,951.678,138.540
721.773,952.678,138.610
722.773,947.678,138.200
725.773,940.678,138.620
718.773,956.678,138.720
723.773,970.678,138.810
725.773,973.678,139.060
727.773,977.678,140.110
723.773,996.678,142.410
717.773,990.678,142.350
725.773,981.678,141.730
724.773,998.678,142.500
721.773,999.678,142.450
723.773,999.678,142.400
704.773,918.678,139.570
703.773,923.678,139.480
716.773,929.678,139.480
703.773,914.678,139.670
717.773,932.678,139.140
723.773,936.678,139.060
721.773,936.678,139.020
720.773,942.678,138.220
723.773,940.678,138.570
718.773,964.678,138.830
716.773,962.678,138.770
719.773,969.678,138.780
725.773,975.678,139.380
721.773,998.678,142.510
717.773,996.678,142.400
728.773,917.678,139.570
728.773,931.678,139.230
728.773,1004.678,142.200
727.773,942.678,138.270
723.773,989.678,142.310
726.773,995.678,142.240
720.773,922.678,139.640
700.773,1046.005,134.124
700.446,1046.005,134.121
699.100,1046.005,134.047
698.773,1046.005,134.032
697.937,1046.005,134.049
697.773,1046.005,134.049
697.609,1046.005,134.042
697.118,1046.005,134.041
696.109,1046.005,134.051
695.773,1046.005,134.058
695.437,1046.005,134.047
694.773,1046.005,134.061
694.100,1046.005,134.034
692.791,1046.005,134.027
691.446,1046.005,134.014
690.773,1046.005,134.044
690.109,1046.005,134.044
689.437,1046.005,134.031
687.755,1046.005,134.021
687.418,1046.005,134.026
686.773,1046.005,134.042
686.446,1046.005,134.037
684.009,1046.005,134.055
683.500,1046.005,134.059
682.191,1046.005,134.082
680.937,1046.005,134.053
679.264,1046.005,134.040
678.937,1046.005,134.050
678.555,1046.005,134.060
676.105,1046.005,134.140
675.288,1046.005,134.185
674.730,1046.005,134.199
689.773,1033.678,137.250
695.773,1034.678,136.990
698.773,1033.678,137.280
681.773,1032.678,137.300
698.773,1031.678,137.620
692.773,1033.678,137.170
694.773,1033.678,137.240
686.773,1032.678,137.460
683.773,1031.678,137.590
699.773,1028.678,137.790
690.773,1030.678,137.870
687.773,1031.678,137.700
681.773,1031.678,137.530
697.773,1029.678,137.890
693.773,1032.678,137.450
684.773,1030.678,137.780
686.773,1030.678,137.830
683.773,1029.678,137.880
694.773,1030.678,137.820
695.773,1029.678,137.990
691.773,1029.678,137.960
682.773,1028.678,137.930
693.773,1029.678,137.910
693.773,1038.678,135.720
695.773,1038.678,135.800
699.773,1038.678,135.990
690.773,1039.678,135.240
689.773,1038.678,135.510
686.773,1038.678,135.480
683.773,1037.678,135.690
691.773,1038.678,135.580
697.773,1036.678,136.450
687.773,1037.678,135.760
682.773,1036.678,136.010
685.773,1036.678,136.010
692.773,1036.678,136.200
694.773,1037.678,136.070
699.773,1037.678,136.240
688.773,1036.678,136.050
681.773,1035.678,136.370
683.773,1035.678,136.330
700.773,1035.678,136.930
690.773,1037.678,135.810
695.773,1036.678,136.380
698.773,1036.678,136.490
686.773,1035.678,136.380
687.773,1035.678,136.400
689.773,1035.678,136.470
694.773,1035.678,136.620
696.773,1035.678,136.710
698.773,1035.678,136.790
683.773,1034.678,136.660
699.773,1033.678,137.290
691.773,1034.678,136.820
693.773,1034.678,136.870
687.773,1033.678,137.160
688.773,1034.678,136.840
684.773,1033.678,137.020
700.773,1043.678,134.440
698.773,1044.678,134.170
696.773,1042.678,134.620
694.773,1042.678,134.730
691.773,1043.678,134.290
690.773,1043.678,134.310
687.773,1042.678,134.390
684.773,1044.678,134.150
683.773,1044.678,134.130
681.773,1041.678,134.510
698.773,1043.678,134.390
697.773,1042.678,134.640
692.773,1042.678,134.500
688.773,1042.678,134.390
684.773,1043.678,134.260
684.773,1041.678,134.510
696.773,1040.678,135.230
697.773,1041.678,134.910
693.773,1041.678,134.880
690.773,1041.678,134.650
691.773,1041.678,134.710
686.773,1041.678,134.530
688.773,1041.678,134.580
683.773,1039.678,135.010
700.773,1041.678,135.010
698.773,1041.678,134.960
684.773,1039.678,135.030
694.773,1039.678,135.440
698.773,1040.678,135.300
691.773,1040.678,135.010
689.773,1040.678,134.860
685.773,1039.678,135.070
688.773,1040.678,134.830
682.773,1038.678,135.310
684.773,1038.678,135.370
700.773,1039.678,135.730
692.773,1039.678,135.380
695.773,1039.678,135.540
697.773,1039.678,135.600
687.773,1039.678,135.160
681.773,1037.678,135.590
700.773,1045.678,134.170
698.773,1045.678,134.060
697.773,1045.678,134.080
696.773,1044.678,134.230
695.773,1044.678,134.250
694.773,1044.678,134.220
693.773,1045.678,134.060
692.773,1044.678,134.120
690.773,1044.678,134.210
688.773,1044.678,134.170
686.773,1045.678,134.050
683.853,1045.663,134.073
682.773,1043.678,134.210
680.773,1033.678,137.010
673.773,1032.678,136.840
674.773,1033.678,136.520
676.773,1033.678,136.690
678.773,1032.678,137.170
680.773,1032.678,137.280
675.773,1032.678,136.990
677.773,1031.678,137.470
678.773,1030.678,137.730
674.773,1031.678,137.240
676.773,1031.678,137.450
677.773,1030.678,137.750
679.773,1029.678,137.890
674.773,1029.678,137.890
675.773,1030.678,137.700
678.773,1029.678,137.930
680.773,1028.678,137.970
673.773,1028.678,138.040
676.773,1029.678,138.000
679.773,1028.678,138.000
675.773,1028.678,138.160
679.773,1037.678,135.480
676.773,1039.678,134.760
675.773,1038.678,134.910
678.773,1038.678,135.170
673.773,1037.678,134.750
675.773,1036.678,135.510
677.773,1036.678,135.750
680.773,1036.678,135.930
676.773,1037.678,135.420
678.773,1035.678,136.140
674.773,1035.678,135.660
676.773,1035.678,135.950
680.773,1034.678,136.700
673.773,1034.678,135.960
677.773,1034.678,136.400
678.773,1033.678,136.840
675.773,1034.678,136.210
679.773,1043.678,134.140
678.773,1045.678,134.050
675.773,1044.678,134.140
674.773,1043.678,134.140
678.095,1043.307,134.064
677.773,1042.678,134.200
678.773,1041.678,134.420
676.773,1041.678,134.290
680.773,1040.678,134.710
675.773,1040.678,134.380
678.773,1039.678,134.880
677.773,1040.678,134.570
674.773,1038.678,134.680
728.446,1046.005,134.171
727.437,1046.005,134.225
725.755,1046.005,134.158
725.100,1046.005,134.156
724.446,1046.005,134.154
723.437,1046.005,134.198
721.446,1046.005,134.205
720.100,1046.005,134.164
719.773,1046.005,134.166
718.937,1046.005,134.174
718.446,1046.005,134.168
717.773,1046.005,134.175
717.100,1046.005,134.154
715.755,1046.005,134.094
715.100,1046.005,134.082
714.773,1046.005,134.079
714.446,1046.005,134.087
711.937,1046.005,134.238
711.118,1046.005,134.231
710.446,1046.005,134.245
709.100,1046.005,134.130
708.446,1046.005,134.094
706.428,1046.005,134.101
705.446,1046.005,134.121
704.437,1046.005,134.141
702.755,1046.005,134.121
702.100,1046.005,134.116
701.446,1046.005,134.117
724.773,1032.678,137.460
720.773,1028.678,137.470
721.773,1032.678,137.440
716.773,1033.678,137.270
718.773,1032.678,137.370
710.773,1032.678,137.380
702.773,1029.678,137.740
704.773,1030.678,137.690
707.773,1031.678,137.540
708.773,1032.678,137.420
722.773,1031.678,137.490
719.773,1030.678,137.370
714.773,1031.678,137.470
711.773,1031.678,137.470
705.773,1029.678,137.860
706.773,1029.678,137.880
719.773,1028.678,137.480
715.773,1032.678,137.380
717.773,1031.678,137.420
710.773,1030.678,137.590
708.773,1029.678,137.710
718.773,1029.678,137.430
714.773,1029.678,137.560
713.773,1028.678,137.700
709.773,1028.678,137.810
715.773,1028.678,137.560
723.773,1037.678,136.740
726.773,1038.678,136.470
718.773,1037.678,136.710
719.773,1038.678,136.470
711.773,1037.678,136.600
705.773,1036.678,136.740
708.773,1037.678,136.540
727.773,1034.678,137.370
720.773,1037.678,136.760
715.773,1037.678,136.670
709.773,1036.678,136.830
713.773,1036.678,136.830
703.773,1036.678,136.660
706.773,1036.678,136.760
701.773,1037.678,136.350
725.773,1032.678,137.450
727.773,1036.678,137.070
721.773,1036.678,136.990
726.773,1036.678,137.070
714.773,1036.678,136.850
717.773,1035.678,137.080
711.773,1036.678,136.890
704.773,1035.678,137.000
705.773,1034.678,137.200
725.773,1035.678,137.150
719.773,1035.678,137.130
722.773,1036.678,137.010
710.773,1035.678,137.100
714.773,1035.678,137.060
713.773,1034.678,137.190
701.773,1034.678,137.130
706.773,1033.678,137.340
709.773,1035.678,137.050
723.773,1034.678,137.280
721.773,1034.678,137.270
718.773,1034.678,137.240
710.773,1034.678,137.230
703.773,1031.678,137.580
705.773,1032.678,137.400
723.773,1033.678,137.390
722.773,1029.678,137.490
719.773,1033.678,137.330
716.773,1034.678,137.180
714.773,1033.678,137.320
712.773,1032.678,137.400
701.773,1032.678,137.410
706.773,1031.678,137.540
709.773,1033.678,137.280
711.773,1043.678,134.670
710.773,1043.678,134.690
709.773,1044.678,134.410
708.773,1042.678,134.850
703.773,1042.678,134.820
702.773,1043.678,134.540
728.773,1042.678,135.190
721.773,1043.678,134.810
718.773,1043.678,134.850
715.773,1042.678,135.020
704.773,1041.678,135.150
724.773,1041.678,135.480
726.773,1041.678,135.540
721.773,1042.678,135.110
719.773,1042.678,135.160
715.773,1040.678,135.730
718.773,1042.678,135.160
712.773,1040.678,135.650
714.773,1041.678,135.280
710.773,1040.678,135.540
706.773,1039.678,135.880
701.773,1042.678,134.740
703.773,1040.678,135.450
728.773,1040.678,135.880
727.773,1041.678,135.560
716.773,1040.678,135.800
717.773,1041.678,135.460
702.773,1040.678,135.420
723.773,1040.678,135.780
725.773,1040.678,135.890
727.773,1039.678,136.220
720.773,1041.678,135.430
719.773,1040.678,135.800
713.773,1039.678,136.090
716.773,1039.678,136.120
711.773,1039.678,135.980
703.773,1039.678,135.810
707.773,1038.678,136.260
701.773,1040.678,135.400
715.773,1038.678,136.380
718.773,1039.678,136.110
709.773,1038.678,136.200
712.773,1038.678,136.380
704.773,1038.678,136.170
702.773,1038.678,136.120
728.773,1045.678,134.230
726.773,1044.678,134.570
724.773,1045.678,134.210
722.773,1044.678,134.510
719.773,1045.678,134.220
718.773,1045.678,134.230
717.773,1044.678,134.440
715.773,1044.678,134.380
714.773,1045.678,134.120
711.773,1045.678,134.300
710.773,1045.678,134.320
708.773,1045.678,134.150
705.773,1045.678,134.160
703.773,1044.678,134.340
701.773,1045.678,134.160
725.773,1043.678,134.800
723.773,1043.678,134.890
719.773,1044.678,134.510
716.773,1042.678,135.030
713.773,1042.678,134.930
739.773,933.928,139.290
739.773,958.928,138.512
739.773,938.428,139.110
739.773,939.178,138.990
739.773,939.678,138.940
739.773,949.428,138.715
739.773,949.678,138.693
739.773,951.678,138.610
739.773,954.011,138.583
739.773,959.678,138.497
739.773,960.345,138.480
739.773,962.678,138.330
739.773,966.278,138.358
739.773,966.678,138.377
739.773,967.178,138.390
739.773,967.678,138.430
739.773,969.678,138.495
739.773,970.345,138.557
739.773,971.345,138.610
739.773,972.178,138.685
739.773,973.011,138.737
739.773,979.678,141.047
739.773,980.678,141.440
739.773,981.678,141.820
739.773,982.078,141.876
739.773,983.107,142.117
739.773,984.878,142.172
739.773,990.345,142.073
739.773,993.678,142.010
739.773,995.011,142.127
739.773,995.928,142.245
739.773,996.678,142.190
739.773,998.178,142.280
739.773,1000.345,142.190
739.773,1001.678,142.115
739.773,1014.678,140.685
739.773,1017.178,139.455
739.773,1017.678,139.233
739.773,1018.345,138.993
739.773,1019.178,138.715
739.773,1020.011,138.477
739.773,1023.678,137.795
739.773,1028.928,137.530
739.773,1033.678,137.290
739.773,1034.345,137.197
739.773,1035.178,137.155
739.773,1036.178,137.035
739.773,1037.678,136.710
739.773,1039.178,136.360
739.773,1040.011,136.120
739.773,1040.678,135.860
739.773,1041.678,135.515
739.773,1043.678,134.880
739.773,1044.011,134.790
739.773,1044.678,134.560
733.791,1046.005,134.231
731.437,1046.005,134.258
731.100,1046.005,134.211
730.446,1046.005,134.188
729.100,1046.005,134.155
739.100,1046.005,134.285
739.773,1046.005,134.275
738.215,1046.005,134.307
737.773,1046.005,134.311
735.264,1046.005,134.253
734.664,1046.005,134.254
739.773,877.769,139.563
739.773,882.945,139.513
739.773,890.370,139.568
739.773,900.496,139.615
739.773,908.078,139.568
739.773,908.678,139.535
739.773,914.178,139.620
739.773,917.678,139.687
739.773,917.928,139.697
739.773,919.345,139.715
739.773,924.345,139.607
739.773,925.345,139.573
739.773,926.678,139.525
739.773,928.428,139.400
739.773,928.878,139.426
739.773,930.678,139.375
739.773,931.678,139.310
739.773,933.078,139.292
739.773,682.011,141.140
739.773,686.178,141.280
739.773,687.428,141.345
739.773,690.345,140.900
739.773,692.678,140.120
739.773,693.678,139.945
739.773,695.345,139.820
739.773,702.178,139.760
739.773,703.678,139.790
739.773,705.832,139.743
739.773,709.860,139.769
739.773,722.832,139.702
739.773,726.314,139.660
739.773,738.392,139.674
739.773,742.468,139.682
739.773,743.964,139.686
739.773,755.178,139.610
739.773,766.809,139.529
739.773,769.217,139.528
739.773,770.535,139.546
739.773,781.249,139.581
739.773,785.178,139.527
739.773,788.011,139.487
739.773,791.951,139.466
739.773,793.011,139.468
739.773,814.678,139.535
739.773,818.964,139.589
739.773,821.178,139.610
739.773,826.496,139.578
739.773,835.496,139.644
739.773,839.178,139.516
739.773,839.378,139.524
739.773,840.278,139.532
739.773,848.678,139.625
739.773,851.747,139.602
739.773,857.587,139.615
739.773,870.207,139.529
737.773,909.678,139.520
738.773,909.678,139.500
737.773,915.678,139.580
736.773,915.678,139.570
734.773,922.678,139.590
737.773,926.678,139.500
738.773,928.678,139.440
736.773,928.678,139.310
735.773,934.678,139.220
736.773,937.678,139.230
738.773,939.678,138.910
739.773,941.678,138.570
739.773,943.678,138.490
736.773,940.678,138.750
738.773,949.678,138.670
737.773,954.678,138.650
739.773,954.678,138.630
738.773,959.678,138.560
735.773,964.678,138.350
736.773,966.678,138.430
736.773,968.678,138.480
737.773,969.678,138.570
737.773,972.678,138.730
738.773,973.678,138.820
739.773,974.678,138.990
739.773,976.678,139.690
737.773,975.678,139.470
739.773,978.678,140.600
737.773,977.678,140.040
737.773,979.678,141.000
738.773,981.678,141.810
736.773,982.678,142.100
737.773,993.678,142.040
738.773,995.678,142.200
737.773,997.678,142.390
734.773,1001.678,142.240
739.773,1004.678,142.020
735.773,1011.678,141.930
739.773,1011.678,141.870
739.773,1013.678,141.130
738.773,1012.678,141.630
738.773,1014.678,140.770
739.773,1015.678,140.180
738.773,1016.678,139.750
739.773,1016.678,139.680
737.773,1017.678,139.380
738.773,1019.678,138.630
739.773,1021.678,138.110
738.773,1022.678,137.850
739.773,1024.678,137.760
737.773,1025.678,137.630
739.773,1025.678,137.790
738.773,1029.678,137.490
739.773,1030.678,137.400
738.773,1033.678,137.320
737.773,1035.678,137.070
738.773,1039.678,136.190
738.773,1043.678,134.920
736.773,944.678,138.460
737.773,958.678,138.540
737.773,974.678,139.200
737.773,1015.678,140.450
738.773,1021.678,138.070
737.773,1023.678,137.760
737.773,1027.678,137.570
